CMDLINE /Users/benfourcin/miniconda3/envs/ben-wk/bin/python memory_profile.py
MEM 69.570312 1645015490.7550
MEM 69.570312 1645015490.8599
MEM 69.570312 1645015490.9605
MEM 69.570312 1645015491.0614
MEM 69.570312 1645015491.1617
MEM 69.570312 1645015491.2642
MEM 69.570312 1645015491.3681
MEM 69.570312 1645015491.4708
MEM 69.570312 1645015491.5748
MEM 69.570312 1645015491.6754
MEM 69.570312 1645015491.7764
MEM 69.570312 1645015491.8775
MEM 69.570312 1645015491.9822
MEM 69.570312 1645015492.0878
MEM 69.570312 1645015492.1885
MEM 69.570312 1645015492.2928
MEM 69.570312 1645015492.3947
MEM 69.570312 1645015492.4958
MEM 69.570312 1645015492.5969
MEM 69.570312 1645015492.7016
MEM 69.570312 1645015492.8064
MEM 69.570312 1645015492.9109
MEM 69.570312 1645015493.0160
MEM 69.570312 1645015493.1193
MEM 69.570312 1645015493.2239
MEM 69.570312 1645015493.3244
MEM 69.570312 1645015493.4276
MEM 69.570312 1645015493.5298
MEM 69.570312 1645015493.6334
MEM 69.570312 1645015493.7385
MEM 69.570312 1645015493.8411
MEM 69.570312 1645015493.9461
MEM 69.570312 1645015494.0467
MEM 69.570312 1645015494.1505
MEM 69.570312 1645015494.2554
MEM 69.574219 1645015494.3592
MEM 69.617188 1645015494.4629
MEM 69.617188 1645015494.5666
MEM 69.617188 1645015494.6693
MEM 69.617188 1645015494.7735
MEM 69.617188 1645015494.8755
MEM 69.617188 1645015494.9803
MEM 69.617188 1645015495.0843
MEM 69.617188 1645015495.1892
MEM 69.617188 1645015495.2922
MEM 69.617188 1645015495.3967
MEM 69.617188 1645015495.4972
MEM 69.617188 1645015495.5994
MEM 69.617188 1645015495.7045
MEM 69.617188 1645015495.8088
MEM 69.617188 1645015495.9120
MEM 69.617188 1645015496.0143
MEM 69.617188 1645015496.1162
MEM 69.617188 1645015496.2206
MEM 69.617188 1645015496.3247
MEM 69.617188 1645015496.4293
MEM 69.617188 1645015496.5320
MEM 69.617188 1645015496.6337
MEM 69.617188 1645015496.7387
MEM 69.617188 1645015496.8416
MEM 69.617188 1645015496.9451
MEM 69.617188 1645015497.0485
MEM 69.617188 1645015497.1487
MEM 69.617188 1645015497.2491
MEM 69.617188 1645015497.3541
MEM 69.617188 1645015497.4542
MEM 69.617188 1645015497.5570
MEM 69.617188 1645015497.6617
MEM 69.617188 1645015497.7669
MEM 69.617188 1645015497.8714
MEM 69.617188 1645015497.9749
MEM 69.617188 1645015498.0762
MEM 69.617188 1645015498.1778
MEM 69.617188 1645015498.2793
MEM 69.617188 1645015498.3834
MEM 69.617188 1645015498.4857
MEM 69.617188 1645015498.5904
MEM 69.617188 1645015498.6942
MEM 69.617188 1645015498.7987
MEM 69.617188 1645015498.9026
MEM 69.617188 1645015499.0051
MEM 69.617188 1645015499.1094
MEM 69.617188 1645015499.2114
MEM 69.617188 1645015499.3133
MEM 69.617188 1645015499.4180
MEM 69.617188 1645015499.5183
MEM 69.617188 1645015499.6212
MEM 69.617188 1645015499.7216
MEM 69.617188 1645015499.8254
MEM 69.617188 1645015499.9272
MEM 69.617188 1645015500.0302
MEM 69.617188 1645015500.1340
MEM 69.617188 1645015500.2386
MEM 69.617188 1645015500.3428
MEM 69.617188 1645015500.4449
MEM 69.617188 1645015500.5478
MEM 69.617188 1645015500.6496
MEM 69.617188 1645015500.7544
MEM 69.617188 1645015500.8583
MEM 69.617188 1645015500.9592
MEM 69.617188 1645015501.0606
MEM 69.617188 1645015501.1619
MEM 69.617188 1645015501.2631
MEM 69.617188 1645015501.3635
MEM 69.636719 1645015501.4671
MEM 69.636719 1645015501.5695
MEM 69.636719 1645015501.6699
MEM 69.636719 1645015501.7724
MEM 69.636719 1645015501.8766
MEM 69.636719 1645015501.9803
MEM 69.636719 1645015502.0830
MEM 69.636719 1645015502.1877
MEM 69.636719 1645015502.2910
MEM 69.636719 1645015502.3940
MEM 69.636719 1645015502.4959
MEM 69.636719 1645015502.6010
MEM 69.636719 1645015502.7019
MEM 69.636719 1645015502.8051
MEM 69.636719 1645015502.9093
MEM 69.636719 1645015503.0120
MEM 69.636719 1645015503.1131
MEM 69.636719 1645015503.2156
MEM 69.636719 1645015503.3204
MEM 69.636719 1645015503.4233
MEM 69.640625 1645015503.5285
MEM 69.640625 1645015503.6313
MEM 69.640625 1645015503.7364
MEM 69.640625 1645015503.8390
MEM 69.640625 1645015503.9441
MEM 69.640625 1645015504.0490
MEM 69.640625 1645015504.1503
MEM 69.640625 1645015504.2551
MEM 69.644531 1645015504.3578
MEM 69.644531 1645015504.4586
MEM 69.644531 1645015504.5590
MEM 69.644531 1645015504.6601
MEM 69.644531 1645015504.7617
MEM 69.644531 1645015504.8661
MEM 69.644531 1645015504.9703
MEM 69.644531 1645015505.0744
MEM 69.644531 1645015505.1779
MEM 69.644531 1645015505.2814
MEM 69.644531 1645015505.3817
MEM 69.644531 1645015505.4833
MEM 69.644531 1645015505.5881
MEM 69.644531 1645015505.6917
MEM 69.644531 1645015505.7966
MEM 69.644531 1645015505.8995
MEM 69.644531 1645015506.0045
MEM 69.644531 1645015506.1051
MEM 69.644531 1645015506.2072
MEM 69.644531 1645015506.3120
MEM 69.648438 1645015506.4165
MEM 69.648438 1645015506.5184
MEM 69.648438 1645015506.6225
MEM 69.648438 1645015506.7261
MEM 69.648438 1645015506.8269
MEM 69.648438 1645015506.9273
MEM 69.648438 1645015507.0298
MEM 69.648438 1645015507.1300
MEM 69.648438 1645015507.2318
MEM 69.648438 1645015507.3350
MEM 69.648438 1645015507.4352
MEM 69.648438 1645015507.5387
MEM 69.648438 1645015507.6429
MEM 69.648438 1645015507.7451
MEM 69.652344 1645015507.8461
MEM 69.652344 1645015507.9484
MEM 69.652344 1645015508.0526
MEM 69.652344 1645015508.1572
MEM 69.652344 1645015508.2596
MEM 69.652344 1645015508.3603
MEM 69.652344 1645015508.4654
MEM 69.652344 1645015508.5699
MEM 69.652344 1645015508.6729
MEM 69.652344 1645015508.7773
MEM 69.652344 1645015508.8817
MEM 69.652344 1645015508.9858
MEM 69.652344 1645015509.0906
MEM 69.652344 1645015509.1935
MEM 69.652344 1645015509.2987
MEM 69.652344 1645015509.4024
MEM 69.652344 1645015509.5073
MEM 69.652344 1645015509.6083
MEM 69.652344 1645015509.7116
MEM 69.652344 1645015509.8132
MEM 69.652344 1645015509.9151
MEM 69.652344 1645015510.0167
MEM 69.652344 1645015510.1200
MEM 69.652344 1645015510.2232
MEM 69.652344 1645015510.3280
MEM 69.656250 1645015510.4287
MEM 69.656250 1645015510.5337
MEM 69.656250 1645015510.6387
MEM 69.656250 1645015510.7396
MEM 69.656250 1645015510.8401
MEM 69.656250 1645015510.9443
MEM 69.656250 1645015511.0479
MEM 69.656250 1645015511.1520
MEM 69.656250 1645015511.2567
MEM 69.656250 1645015511.3594
MEM 69.660156 1645015511.4622
MEM 69.660156 1645015511.5669
MEM 69.660156 1645015511.6672
MEM 69.660156 1645015511.7692
MEM 69.660156 1645015511.8729
MEM 69.660156 1645015511.9765
MEM 69.660156 1645015512.0773
MEM 69.660156 1645015512.1813
MEM 69.660156 1645015512.2848
MEM 69.660156 1645015512.3887
MEM 69.660156 1645015512.4925
MEM 69.660156 1645015512.5938
MEM 69.660156 1645015512.6978
MEM 69.660156 1645015512.8026
MEM 69.660156 1645015512.9052
MEM 69.660156 1645015513.0104
MEM 69.660156 1645015513.1126
MEM 69.660156 1645015513.2128
MEM 69.660156 1645015513.3138
MEM 69.660156 1645015513.4184
MEM 69.660156 1645015513.5230
MEM 69.660156 1645015513.6248
MEM 69.660156 1645015513.7270
MEM 69.660156 1645015513.8286
MEM 69.660156 1645015513.9296
MEM 69.660156 1645015514.0340
MEM 69.660156 1645015514.1388
MEM 69.660156 1645015514.2422
MEM 69.660156 1645015514.3425
MEM 69.660156 1645015514.4471
MEM 69.660156 1645015514.5490
MEM 69.660156 1645015514.6535
MEM 69.660156 1645015514.7569
MEM 69.660156 1645015514.8608
MEM 69.660156 1645015514.9646
MEM 69.660156 1645015515.0690
MEM 69.660156 1645015515.1724
MEM 69.660156 1645015515.2732
MEM 69.667969 1645015515.3755
MEM 69.667969 1645015515.4765
MEM 69.667969 1645015515.5805
MEM 69.667969 1645015515.6836
MEM 69.667969 1645015515.7841
MEM 69.667969 1645015515.8888
MEM 69.667969 1645015515.9894
MEM 69.667969 1645015516.0934
MEM 69.667969 1645015516.1964
MEM 69.667969 1645015516.2992
MEM 69.667969 1645015516.4038
MEM 69.667969 1645015516.5071
MEM 69.667969 1645015516.6092
MEM 69.667969 1645015516.7144
MEM 69.667969 1645015516.8180
MEM 69.667969 1645015516.9213
MEM 69.667969 1645015517.0260
MEM 69.667969 1645015517.1289
MEM 69.667969 1645015517.2308
MEM 69.667969 1645015517.3359
MEM 69.667969 1645015517.4388
MEM 69.667969 1645015517.5407
MEM 69.667969 1645015517.6436
MEM 69.667969 1645015517.7488
MEM 69.667969 1645015517.8498
MEM 69.667969 1645015517.9545
MEM 69.675781 1645015518.0552
MEM 69.675781 1645015518.1593
MEM 69.675781 1645015518.2596
MEM 69.675781 1645015518.3616
MEM 69.675781 1645015518.4655
MEM 69.675781 1645015518.5705
MEM 69.675781 1645015518.6729
MEM 69.675781 1645015518.7771
MEM 69.675781 1645015518.8799
MEM 69.675781 1645015518.9852
MEM 69.675781 1645015519.0871
MEM 69.675781 1645015519.1888
MEM 69.675781 1645015519.2939
MEM 69.675781 1645015519.3963
MEM 69.675781 1645015519.4980
MEM 69.675781 1645015519.5992
MEM 69.675781 1645015519.7035
MEM 69.675781 1645015519.8063
MEM 69.675781 1645015519.9091
MEM 69.675781 1645015520.0131
MEM 69.675781 1645015520.1172
MEM 69.675781 1645015520.2208
MEM 69.675781 1645015520.3237
MEM 69.679688 1645015520.4246
MEM 69.679688 1645015520.5257
MEM 69.679688 1645015520.6260
MEM 69.679688 1645015520.7280
MEM 69.679688 1645015520.8325
MEM 69.679688 1645015520.9356
MEM 69.679688 1645015521.0402
MEM 69.679688 1645015521.1443
MEM 69.679688 1645015521.2492
MEM 69.679688 1645015521.3497
MEM 69.679688 1645015521.4537
MEM 69.679688 1645015521.5553
MEM 69.679688 1645015521.6573
MEM 69.687500 1645015521.7608
MEM 69.687500 1645015521.8654
MEM 69.687500 1645015521.9689
MEM 69.687500 1645015522.0718
MEM 69.687500 1645015522.1765
MEM 69.687500 1645015522.2802
MEM 69.687500 1645015522.3853
MEM 69.687500 1645015522.4896
MEM 69.687500 1645015522.5919
MEM 69.687500 1645015522.6968
MEM 69.687500 1645015522.7979
MEM 69.687500 1645015522.9024
MEM 69.687500 1645015523.0059
MEM 69.687500 1645015523.1073
MEM 69.687500 1645015523.2091
MEM 69.687500 1645015523.3136
MEM 69.687500 1645015523.4186
MEM 69.687500 1645015523.5214
MEM 69.687500 1645015523.6238
MEM 69.687500 1645015523.7252
MEM 69.687500 1645015523.8294
MEM 69.687500 1645015523.9340
MEM 69.687500 1645015524.0391
MEM 69.687500 1645015524.1438
MEM 69.687500 1645015524.2469
MEM 69.687500 1645015524.3513
MEM 69.687500 1645015524.4557
MEM 69.687500 1645015524.5591
MEM 69.687500 1645015524.6613
MEM 69.687500 1645015524.7616
MEM 69.687500 1645015524.8643
MEM 69.687500 1645015524.9695
MEM 69.687500 1645015525.0741
MEM 69.687500 1645015525.1776
MEM 69.687500 1645015525.2803
MEM 69.687500 1645015525.3805
MEM 69.687500 1645015525.4815
MEM 69.687500 1645015525.5830
MEM 69.687500 1645015525.6876
MEM 69.687500 1645015525.7912
MEM 69.687500 1645015525.8935
MEM 69.687500 1645015525.9983
MEM 69.687500 1645015526.1008
MEM 69.687500 1645015526.2054
MEM 69.687500 1645015526.3079
MEM 69.687500 1645015526.4131
MEM 69.687500 1645015526.5171
MEM 69.687500 1645015526.6219
MEM 69.687500 1645015526.7246
MEM 69.687500 1645015526.8298
MEM 69.687500 1645015526.9334
MEM 69.687500 1645015527.0380
MEM 69.687500 1645015527.1403
MEM 69.687500 1645015527.2454
MEM 69.687500 1645015527.3481
MEM 69.687500 1645015527.4527
MEM 69.687500 1645015527.5553
MEM 69.687500 1645015527.6602
MEM 69.687500 1645015527.7640
MEM 69.687500 1645015527.8656
MEM 69.687500 1645015527.9708
MEM 69.687500 1645015528.0739
MEM 69.687500 1645015528.1755
MEM 69.687500 1645015528.2798
MEM 69.687500 1645015528.3832
MEM 69.687500 1645015528.4870
MEM 69.687500 1645015528.5911
MEM 69.687500 1645015528.6943
MEM 69.687500 1645015528.7977
MEM 69.687500 1645015528.9008
MEM 69.687500 1645015529.0054
MEM 69.687500 1645015529.1060
MEM 69.687500 1645015529.2064
MEM 69.687500 1645015529.3068
MEM 69.687500 1645015529.4111
MEM 69.687500 1645015529.5156
MEM 69.687500 1645015529.6168
MEM 69.687500 1645015529.7219
MEM 69.687500 1645015529.8229
MEM 69.687500 1645015529.9231
MEM 69.687500 1645015530.0268
MEM 69.687500 1645015530.1274
MEM 69.687500 1645015530.2310
MEM 69.687500 1645015530.3337
MEM 69.687500 1645015530.4386
MEM 69.687500 1645015530.5433
MEM 69.687500 1645015530.6479
MEM 69.687500 1645015530.7504
MEM 69.687500 1645015530.8554
MEM 69.687500 1645015530.9598
MEM 69.687500 1645015531.0630
MEM 69.687500 1645015531.1646
MEM 69.687500 1645015531.2689
MEM 69.687500 1645015531.3731
MEM 69.687500 1645015531.4750
MEM 69.687500 1645015531.5798
MEM 69.687500 1645015531.6842
MEM 69.687500 1645015531.7890
MEM 69.687500 1645015531.8942
MEM 69.687500 1645015531.9976
MEM 69.687500 1645015532.1003
MEM 69.687500 1645015532.2054
MEM 69.687500 1645015532.3098
MEM 69.687500 1645015532.4147
MEM 69.687500 1645015532.5181
MEM 69.687500 1645015532.6227
MEM 69.687500 1645015532.7230
MEM 69.687500 1645015532.8255
MEM 69.687500 1645015532.9282
MEM 69.687500 1645015533.0296
MEM 69.687500 1645015533.1307
MEM 69.687500 1645015533.2355
MEM 69.687500 1645015533.3395
MEM 69.687500 1645015533.4442
MEM 69.687500 1645015533.5487
MEM 69.687500 1645015533.6525
MEM 69.687500 1645015533.7563
MEM 69.687500 1645015533.8601
MEM 69.687500 1645015533.9626
MEM 69.687500 1645015534.0629
MEM 69.687500 1645015534.1666
MEM 69.687500 1645015534.2707
MEM 69.687500 1645015534.3749
MEM 69.699219 1645015534.4768
MEM 69.699219 1645015534.5813
MEM 69.699219 1645015534.6830
MEM 69.699219 1645015534.7868
MEM 69.699219 1645015534.8879
MEM 69.699219 1645015534.9927
MEM 69.699219 1645015535.0963
MEM 69.699219 1645015535.1966
MEM 69.699219 1645015535.3005
MEM 69.699219 1645015535.4055
MEM 69.699219 1645015535.5099
MEM 69.699219 1645015535.6102
MEM 69.699219 1645015535.7154
MEM 69.699219 1645015535.8159
MEM 69.699219 1645015535.9188
MEM 69.699219 1645015536.0223
MEM 69.699219 1645015536.1245
MEM 69.699219 1645015536.2265
MEM 69.699219 1645015536.3271
MEM 69.699219 1645015536.4312
MEM 69.699219 1645015536.5325
MEM 69.699219 1645015536.6334
MEM 69.699219 1645015536.7386
MEM 69.703125 1645015536.8409
MEM 69.703125 1645015536.9422
MEM 69.703125 1645015537.0463
MEM 69.703125 1645015537.1487
MEM 69.703125 1645015537.2521
MEM 69.703125 1645015537.3567
MEM 69.703125 1645015537.4572
MEM 69.703125 1645015537.5592
MEM 69.703125 1645015537.6611
MEM 69.703125 1645015537.7653
MEM 69.703125 1645015537.8702
MEM 69.703125 1645015537.9738
MEM 69.703125 1645015538.0775
MEM 69.703125 1645015538.1782
MEM 69.703125 1645015538.2800
MEM 69.703125 1645015538.3832
MEM 69.703125 1645015538.4844
MEM 69.703125 1645015538.5890
MEM 69.703125 1645015538.6923
MEM 69.703125 1645015538.7973
MEM 69.703125 1645015538.8982
MEM 69.703125 1645015539.0011
MEM 69.703125 1645015539.1055
MEM 69.703125 1645015539.2074
MEM 69.703125 1645015539.3083
MEM 69.703125 1645015539.4101
MEM 69.703125 1645015539.5135
MEM 69.703125 1645015539.6175
MEM 69.703125 1645015539.7197
MEM 69.703125 1645015539.8240
MEM 69.703125 1645015539.9254
MEM 69.703125 1645015540.0289
MEM 69.703125 1645015540.1321
MEM 69.703125 1645015540.2342
MEM 69.703125 1645015540.3392
MEM 69.703125 1645015540.4429
MEM 69.703125 1645015540.5457
MEM 69.703125 1645015540.6509
MEM 69.703125 1645015540.7555
MEM 69.703125 1645015540.8591
MEM 69.703125 1645015540.9624
MEM 69.703125 1645015541.0669
MEM 69.703125 1645015541.1717
MEM 69.703125 1645015541.2731
MEM 69.703125 1645015541.3782
MEM 69.703125 1645015541.4804
MEM 69.703125 1645015541.5815
MEM 69.703125 1645015541.6826
MEM 69.703125 1645015541.7854
MEM 69.703125 1645015541.8891
MEM 69.703125 1645015541.9905
MEM 69.703125 1645015542.0946
MEM 69.703125 1645015542.1974
MEM 69.703125 1645015542.2986
MEM 69.703125 1645015542.4030
MEM 69.703125 1645015542.5058
MEM 69.703125 1645015542.6074
MEM 69.703125 1645015542.7115
MEM 69.703125 1645015542.8161
MEM 69.703125 1645015542.9196
MEM 69.703125 1645015543.0225
MEM 69.703125 1645015543.1234
MEM 69.703125 1645015543.2251
MEM 69.703125 1645015543.3259
MEM 69.703125 1645015543.4279
MEM 69.703125 1645015543.5317
MEM 69.703125 1645015543.6336
MEM 69.703125 1645015543.7363
MEM 69.703125 1645015543.8393
MEM 69.703125 1645015543.9434
MEM 69.703125 1645015544.0470
MEM 69.703125 1645015544.1511
MEM 69.703125 1645015544.2556
MEM 69.703125 1645015544.3562
MEM 69.703125 1645015544.4567
MEM 69.703125 1645015544.5606
MEM 69.703125 1645015544.6633
MEM 69.703125 1645015544.7651
MEM 69.703125 1645015544.8687
MEM 69.703125 1645015544.9726
MEM 69.703125 1645015545.0752
MEM 69.703125 1645015545.1800
MEM 69.703125 1645015545.2834
MEM 69.703125 1645015545.3871
MEM 69.703125 1645015545.4891
MEM 69.703125 1645015545.5935
MEM 69.703125 1645015545.6966
MEM 69.703125 1645015545.7979
MEM 69.703125 1645015545.9028
MEM 69.703125 1645015546.0079
MEM 69.703125 1645015546.1116
MEM 69.703125 1645015546.2119
MEM 69.703125 1645015546.3130
MEM 69.703125 1645015546.4146
MEM 69.703125 1645015546.5194
MEM 69.703125 1645015546.6244
MEM 69.703125 1645015546.7280
MEM 69.703125 1645015546.8298
MEM 69.703125 1645015546.9342
MEM 69.703125 1645015547.0391
MEM 69.703125 1645015547.1399
MEM 69.703125 1645015547.2451
MEM 69.703125 1645015547.3463
MEM 69.703125 1645015547.4492
MEM 69.703125 1645015547.5545
MEM 69.703125 1645015547.6557
MEM 69.703125 1645015547.7580
MEM 69.703125 1645015547.8597
MEM 69.703125 1645015547.9603
MEM 69.703125 1645015548.0648
MEM 69.703125 1645015548.1659
MEM 69.703125 1645015548.2706
MEM 69.703125 1645015548.3713
MEM 69.703125 1645015548.4751
MEM 69.703125 1645015548.5754
MEM 69.703125 1645015548.6793
MEM 69.703125 1645015548.7845
MEM 69.703125 1645015548.8892
MEM 69.703125 1645015548.9930
MEM 69.703125 1645015549.0970
MEM 69.703125 1645015549.2022
MEM 69.703125 1645015549.3057
MEM 69.703125 1645015549.4103
MEM 69.703125 1645015549.5154
MEM 69.703125 1645015549.6178
MEM 69.703125 1645015549.7222
MEM 69.703125 1645015549.8228
MEM 69.703125 1645015549.9232
MEM 69.703125 1645015550.0273
MEM 69.703125 1645015550.1318
MEM 69.703125 1645015550.2320
MEM 69.703125 1645015550.3323
MEM 69.703125 1645015550.4366
MEM 69.703125 1645015550.5399
MEM 69.703125 1645015550.6445
MEM 69.703125 1645015550.7453
MEM 69.703125 1645015550.8467
MEM 69.703125 1645015550.9515
MEM 69.703125 1645015551.0557
MEM 69.703125 1645015551.1583
MEM 69.703125 1645015551.2604
MEM 69.703125 1645015551.3639
MEM 69.703125 1645015551.4670
MEM 69.703125 1645015551.5694
MEM 69.703125 1645015551.6731
MEM 69.703125 1645015551.7778
MEM 69.703125 1645015551.8823
MEM 69.703125 1645015551.9867
MEM 69.703125 1645015552.0893
MEM 69.703125 1645015552.1916
MEM 69.703125 1645015552.2949
MEM 69.703125 1645015552.3958
MEM 69.703125 1645015552.4982
MEM 69.703125 1645015552.6012
MEM 69.703125 1645015552.7057
MEM 69.703125 1645015552.8097
MEM 69.703125 1645015552.9114
MEM 69.703125 1645015553.0149
MEM 69.703125 1645015553.1194
MEM 69.703125 1645015553.2216
MEM 69.703125 1645015553.3252
MEM 69.703125 1645015553.4257
MEM 69.703125 1645015553.5273
MEM 69.703125 1645015553.6313
MEM 69.703125 1645015553.7317
MEM 69.703125 1645015553.8325
MEM 69.703125 1645015553.9349
MEM 69.703125 1645015554.0392
MEM 69.703125 1645015554.1441
MEM 69.703125 1645015554.2444
MEM 69.703125 1645015554.3600
MEM 69.703125 1645015554.4608
MEM 69.703125 1645015554.5612
MEM 69.703125 1645015554.6615
MEM 69.703125 1645015554.7630
MEM 69.703125 1645015554.8657
MEM 69.703125 1645015554.9660
MEM 69.703125 1645015555.0663
MEM 69.703125 1645015555.1689
MEM 69.703125 1645015555.2738
MEM 69.703125 1645015555.3773
MEM 69.703125 1645015555.4784
MEM 69.703125 1645015555.5801
MEM 69.703125 1645015555.6816
MEM 69.703125 1645015555.7821
MEM 69.691406 1645015555.8841
MEM 69.691406 1645015555.9893
MEM 69.691406 1645015556.0897
MEM 69.675781 1645015556.1907
MEM 69.640625 1645015556.2943
MEM 69.636719 1645015556.3950
MEM 69.636719 1645015556.4960
MEM 69.636719 1645015556.5964
MEM 69.636719 1645015556.6972
MEM 69.636719 1645015556.7998
MEM 69.636719 1645015556.9034
MEM 69.636719 1645015557.0058
MEM 69.636719 1645015557.1086
MEM 69.636719 1645015557.2100
MEM 69.636719 1645015557.3143
MEM 69.636719 1645015557.4164
MEM 69.644531 1645015557.5184
MEM 69.644531 1645015557.6190
MEM 69.644531 1645015557.7196
MEM 69.644531 1645015557.8236
MEM 69.644531 1645015557.9267
MEM 69.644531 1645015558.0299
MEM 69.644531 1645015558.1334
MEM 69.644531 1645015558.2378
MEM 69.644531 1645015558.3402
MEM 69.644531 1645015558.4446
MEM 69.644531 1645015558.5473
MEM 69.644531 1645015558.6506
MEM 69.644531 1645015558.7558
MEM 69.644531 1645015558.8565
MEM 69.613281 1645015558.9587
MEM 69.605469 1645015559.0629
MEM 69.605469 1645015559.1653
MEM 69.605469 1645015559.2706
MEM 69.605469 1645015559.3748
MEM 69.605469 1645015559.4788
MEM 69.609375 1645015559.5832
MEM 69.609375 1645015559.6848
MEM 69.609375 1645015559.7893
MEM 69.609375 1645015559.8902
MEM 69.609375 1645015559.9917
MEM 69.609375 1645015560.0920
MEM 69.609375 1645015560.1952
MEM 69.609375 1645015560.2989
MEM 69.609375 1645015560.3995
MEM 69.609375 1645015560.5037
MEM 69.609375 1645015560.6058
MEM 69.609375 1645015560.7105
MEM 69.609375 1645015560.8107
MEM 69.609375 1645015560.9115
MEM 69.609375 1645015561.0128
MEM 69.609375 1645015561.1131
MEM 69.609375 1645015561.2181
MEM 69.609375 1645015561.3221
MEM 69.609375 1645015561.4270
MEM 69.609375 1645015561.5319
MEM 69.617188 1645015561.6350
MEM 69.617188 1645015561.7398
MEM 69.621094 1645015561.8418
MEM 69.621094 1645015561.9421
MEM 69.621094 1645015562.0466
MEM 69.621094 1645015562.1503
MEM 69.621094 1645015562.2544
MEM 69.621094 1645015562.3558
MEM 69.621094 1645015562.4602
MEM 69.621094 1645015562.5610
MEM 69.621094 1645015562.6619
MEM 69.621094 1645015562.7627
MEM 69.621094 1645015562.8679
MEM 69.621094 1645015562.9711
MEM 69.621094 1645015563.0757
MEM 69.621094 1645015563.1777
MEM 69.621094 1645015563.2818
MEM 69.621094 1645015563.3850
MEM 69.621094 1645015563.4892
MEM 69.621094 1645015563.5930
MEM 69.621094 1645015563.6959
MEM 69.621094 1645015563.8010
MEM 69.621094 1645015563.9058
MEM 69.621094 1645015564.0063
MEM 69.621094 1645015564.1104
MEM 69.621094 1645015564.2147
MEM 69.621094 1645015564.3152
MEM 69.621094 1645015564.4164
MEM 69.621094 1645015564.5216
MEM 69.621094 1645015564.6230
MEM 69.621094 1645015564.7282
MEM 69.621094 1645015564.8291
MEM 69.621094 1645015564.9298
MEM 69.621094 1645015565.0342
MEM 69.621094 1645015565.1394
MEM 69.621094 1645015565.2396
MEM 69.621094 1645015565.3402
MEM 69.621094 1645015565.4445
MEM 69.621094 1645015565.5492
MEM 69.621094 1645015565.6542
MEM 69.621094 1645015565.7592
MEM 69.621094 1645015565.8630
MEM 69.621094 1645015565.9663
MEM 69.621094 1645015566.0674
MEM 69.621094 1645015566.1685
MEM 69.621094 1645015566.2690
MEM 69.621094 1645015566.3739
MEM 69.621094 1645015566.4758
MEM 69.625000 1645015566.5802
MEM 69.625000 1645015566.6846
MEM 69.625000 1645015566.7894
MEM 69.625000 1645015566.8927
MEM 69.625000 1645015566.9929
MEM 69.625000 1645015567.0963
MEM 69.625000 1645015567.2006
MEM 69.625000 1645015567.3049
MEM 69.625000 1645015567.4091
MEM 69.625000 1645015567.5129
MEM 69.628906 1645015567.6179
MEM 69.628906 1645015567.7195
MEM 69.628906 1645015567.8246
MEM 69.628906 1645015567.9298
MEM 69.628906 1645015568.0346
MEM 69.628906 1645015568.1371
MEM 69.628906 1645015568.2406
MEM 69.628906 1645015568.3419
MEM 69.628906 1645015568.4466
MEM 69.628906 1645015568.5493
MEM 69.628906 1645015568.6495
MEM 69.628906 1645015568.7545
MEM 69.628906 1645015568.8557
MEM 69.628906 1645015568.9593
MEM 69.628906 1645015569.0629
MEM 69.628906 1645015569.1662
MEM 69.628906 1645015569.2696
MEM 69.628906 1645015569.3735
MEM 69.628906 1645015569.4757
MEM 69.628906 1645015569.5783
MEM 69.628906 1645015569.6806
MEM 69.628906 1645015569.7841
MEM 69.628906 1645015569.8846
MEM 69.628906 1645015569.9894
MEM 69.628906 1645015570.0945
MEM 69.628906 1645015570.1972
MEM 69.628906 1645015570.2976
MEM 69.628906 1645015570.4023
MEM 69.628906 1645015570.5059
MEM 69.628906 1645015570.6091
MEM 69.628906 1645015570.7131
MEM 69.628906 1645015570.8180
MEM 69.628906 1645015570.9214
MEM 69.628906 1645015571.0257
MEM 69.628906 1645015571.1288
MEM 69.628906 1645015571.2333
MEM 69.628906 1645015571.3341
MEM 69.628906 1645015571.4372
MEM 69.628906 1645015571.5406
MEM 69.628906 1645015571.6456
MEM 69.628906 1645015571.7507
MEM 69.632812 1645015571.8546
MEM 69.632812 1645015571.9579
MEM 69.632812 1645015572.0618
MEM 69.632812 1645015572.1649
MEM 69.632812 1645015572.2656
MEM 69.632812 1645015572.3662
MEM 69.632812 1645015572.4695
MEM 69.632812 1645015572.5703
MEM 69.632812 1645015572.6752
MEM 69.632812 1645015572.7800
MEM 69.632812 1645015572.8849
MEM 69.632812 1645015572.9895
MEM 69.632812 1645015573.0943
MEM 69.632812 1645015573.1981
MEM 69.632812 1645015573.3020
MEM 69.632812 1645015573.4059
MEM 69.632812 1645015573.5098
MEM 69.632812 1645015573.6141
MEM 69.632812 1645015573.7182
MEM 69.632812 1645015573.8389
MEM 69.632812 1645015573.9395
MEM 69.632812 1645015574.0419
MEM 69.632812 1645015574.1450
MEM 69.632812 1645015574.2469
MEM 69.632812 1645015574.3508
MEM 69.632812 1645015574.4560
MEM 69.632812 1645015574.5592
MEM 69.640625 1645015574.6624
MEM 69.640625 1645015574.7754
MEM 69.640625 1645015574.8756
MEM 69.640625 1645015574.9768
MEM 69.640625 1645015575.0775
MEM 69.640625 1645015575.1806
MEM 69.640625 1645015575.2852
